y_true,y_prob,drain
0,0.5141422748565674,0
0,0.6874644160270691,0
0,0.8137203454971313,0
0,0.5087735056877136,0
0,0.7234786748886108,0
0,0.5154654383659363,0
0,0.4537257254123688,0
0,0.5415918231010437,0
0,0.6845207214355469,0
1,0.9912477731704712,1
1,0.9813496470451355,1
0,0.9562442898750305,1
1,0.9573357701301575,1
1,0.9736131429672241,1
0,0.7955473065376282,1
0,0.8791884779930115,1
0,0.8700847625732422,1
0,0.899964451789856,1
1,0.9404714107513428,1
1,0.9462363123893738,1
1,0.9706856608390808,1
1,0.9267899990081787,1
0,0.9401229619979858,1
0,0.8514389395713806,0
0,0.6427610516548157,1
0,0.9375296235084534,0
1,0.9448261857032776,0
0,0.941085159778595,0
1,0.852626383304596,0
0,0.8667241334915161,0
0,0.38191065192222595,0
1,0.3851935565471649,0
0,0.3920065462589264,0
0,0.4039846956729889,1
0,0.8746951222419739,1
0,0.697171688079834,1
0,0.7292662262916565,1
0,0.9335552453994751,1
1,0.7498844861984253,1
0,0.9439496994018555,1
1,0.7740944027900696,1
1,0.994296133518219,1
1,0.9727782011032104,1
1,0.9191804528236389,1
1,0.9353539943695068,1
1,0.7935405969619751,1
0,0.7976599335670471,1
1,0.8484275937080383,1
1,0.9171841144561768,1
0,0.5191778540611267,1
0,0.9138879179954529,0
0,0.443998247385025,0
0,0.5073780417442322,0
0,0.5274561643600464,0
0,0.46957504749298096,0
0,0.5010274052619934,0
0,0.3997557461261749,1
0,0.32309839129447937,1
0,0.46972933411598206,1
0,0.5580266714096069,0
0,0.49590617418289185,1
0,0.5233755111694336,1
0,0.3797075152397156,0
0,0.4060935080051422,1
0,0.33492234349250793,0
0,0.26664024591445923,1
0,0.26231884956359863,1
0,0.2691004276275635,1
0,0.27787941694259644,1
0,0.3583163321018219,1
0,0.3096901476383209,0
0,0.3629116415977478,0
0,0.511271595954895,1
0,0.5323129296302795,1
0,0.2817631661891937,1
0,0.3543778359889984,1
0,0.4591154158115387,1
0,0.4702574610710144,1
0,0.4956415295600891,1
0,0.3941473066806793,1
0,0.39234548807144165,1
0,0.35695332288742065,1
0,0.5108408331871033,0
0,0.5037829875946045,0
0,0.48711076378822327,0
0,0.47493574023246765,0
0,0.40899601578712463,1
0,0.4698023498058319,0
0,0.3937123715877533,0
0,0.38446885347366333,0
0,0.4655848741531372,1
0,0.329354465007782,1
0,0.290689080953598,0
0,0.7298102974891663,0
0,0.4742600619792938,0
0,0.27167975902557373,0
0,0.47634100914001465,0
0,0.63654625415802,1
0,0.4808077812194824,0
0,0.3019619286060333,1
0,0.4157472550868988,0
0,0.45507752895355225,1
0,0.3763090670108795,1
0,0.4562663435935974,0
0,0.4995115399360657,0
0,0.22166012227535248,1
0,0.5294935703277588,1
0,0.18865235149860382,0
0,0.34259653091430664,1
0,0.4409782588481903,0
0,0.45665472745895386,1
0,0.36060193181037903,1
0,0.4814107120037079,1
0,0.2733604609966278,1
0,0.4975897967815399,1
0,0.5980775356292725,0
0,0.7013212442398071,0
0,0.8372904658317566,1
1,0.9878829121589661,1
0,0.988817572593689,1
0,0.980492889881134,1
0,0.9666630029678345,0
0,0.9195409417152405,0
0,0.29103079438209534,0
0,0.7789887189865112,0
0,0.8795957565307617,0
0,0.8523696660995483,0
0,0.8801518678665161,0
0,0.5433433055877686,1
0,0.6498385667800903,1
0,0.7188248038291931,1
0,0.6587411165237427,1
0,0.6680173277854919,1
0,0.6947087049484253,1
0,0.7337388396263123,1
0,0.6829985976219177,1
0,0.6767237782478333,1
0,0.5349345207214355,1
0,0.4771166145801544,1
0,0.38921496272087097,0
1,0.5280424356460571,0
0,0.6148759126663208,1
0,0.7373498678207397,1
0,0.6171352863311768,0
0,0.6935582756996155,1
0,0.757624626159668,1
0,0.7725305557250977,1
0,0.6690376400947571,1
0,0.6796743273735046,1
1,0.6635351777076721,0
0,0.6335713863372803,1
0,0.6159650683403015,1
0,0.62778240442276,1
0,0.6355538368225098,1
0,0.4226190447807312,1
0,0.5504704117774963,1
0,0.6424916386604309,1
0,0.5753040313720703,1
0,0.42896774411201477,1
0,0.5797079801559448,1
0,0.514812707901001,1
0,0.6215176582336426,1
0,0.6119707226753235,1
0,0.5690696835517883,1
0,0.48172369599342346,1
0,0.5612543225288391,1
0,0.5156203508377075,1
0,0.554682731628418,1
0,0.697940468788147,1
0,0.5560378432273865,0
0,0.703826367855072,0
0,0.7843725085258484,0
0,0.3866308033466339,0
0,0.4779999256134033,0
0,0.5435765385627747,0
0,0.32462891936302185,0
0,0.4338309168815613,0
0,0.5260578393936157,0
0,0.6711752414703369,1
0,0.5962864756584167,0
0,0.44113385677337646,0
0,0.3030908703804016,0
0,0.6070973873138428,1
0,0.7714508771896362,0
0,0.834094762802124,1
0,0.8497238159179688,0
0,0.7461627721786499,0
0,0.7056010365486145,0
0,0.876329779624939,0
0,0.8835474252700806,1
0,0.6582365036010742,1
0,0.5435651540756226,1
0,0.6952430009841919,1
0,0.5392875671386719,0
0,0.5736358165740967,1
0,0.5106112957000732,1
0,0.6741553544998169,1
0,0.5405089855194092,1
0,0.6900232434272766,1
0,0.7187889814376831,0
0,0.7680997848510742,0
0,0.7001086473464966,1
0,0.6540613770484924,0
0,0.7834215760231018,1
0,0.7503288984298706,0
0,0.7069767713546753,1
0,0.5706472396850586,1
0,0.45714709162712097,0
0,0.5942403674125671,1
0,0.6288132071495056,0
0,0.6299044489860535,0
0,0.6226630806922913,0
0,0.6752562522888184,0
0,0.5569477677345276,1
0,0.5873252153396606,1
0,0.6167417764663696,1
0,0.4066457450389862,1
0,0.4454716444015503,0
0,0.5101964473724365,0
0,0.598726749420166,0
0,0.4435851573944092,0
0,0.5655590295791626,0
0,0.6068171858787537,1
0,0.5234975814819336,1
0,0.31130245327949524,1
0,0.4633844792842865,1
0,0.6323546767234802,0
0,0.5194790959358215,0
0,0.5921961665153503,0
0,0.6790237426757812,1
0,0.7521393299102783,0
0,0.7089636325836182,0
0,0.7281655073165894,0
0,0.6673806309700012,1
0,0.7808276414871216,1
0,0.47085320949554443,1
0,0.8099642992019653,1
0,0.8296409249305725,1
0,0.5265901684761047,1
0,0.5000391602516174,1
0,0.8912082314491272,1
0,0.5690268278121948,0
0,0.8852500319480896,0
0,0.867455005645752,0
0,0.8749675750732422,1
0,0.827572226524353,0
0,0.8071867227554321,0
0,0.7898792028427124,1
0,0.7583048343658447,1
0,0.6273991465568542,1
0,0.8254314661026001,1
0,0.6232297420501709,1
0,0.6904045939445496,1
0,0.6893513798713684,1
0,0.3797817826271057,0
0,0.726538896560669,0
0,0.4516232907772064,0
0,0.3481799364089966,0
0,0.7308173775672913,0
0,0.7088409662246704,0
0,0.5411808490753174,1
0,0.6754725575447083,0
0,0.4749501347541809,1
0,0.5234750509262085,0
0,0.561342179775238,0
0,0.765900731086731,0
0,0.7891440391540527,1
0,0.4575690031051636,1
0,0.6743513941764832,0
0,0.5823785662651062,0
0,0.7211800217628479,0
0,0.4638438820838928,0
0,0.5747622847557068,0
0,0.5800142288208008,0
0,0.6094563007354736,0
0,0.7582390308380127,0
0,0.577190637588501,0
0,0.5199859738349915,1
0,0.3867070972919464,0
0,0.3483423590660095,0
0,0.7051812410354614,1
0,0.5436501502990723,0
0,0.4812217354774475,0
0,0.6298657655715942,0
0,0.6985926032066345,0
0,0.5197338461875916,0
0,0.5869528651237488,0
0,0.31556427478790283,0
0,0.48851460218429565,0
0,0.5856762528419495,1
0,0.8547921776771545,1
0,0.7715563178062439,1
0,0.85951167345047,1
1,0.9260901808738708,1
0,0.9152736067771912,1
0,0.7281771302223206,0
0,0.7784388661384583,0
1,0.4632873237133026,0
0,0.7282622456550598,1
0,0.6550283432006836,1
0,0.5079033374786377,1
0,0.7473586797714233,0
0,0.43383875489234924,0
0,0.7615782022476196,1
0,0.6479359269142151,1
0,0.6577998995780945,1
0,0.565112292766571,1
0,0.694352924823761,1
0,0.595989465713501,0
0,0.6028703451156616,0
0,0.5460085868835449,0
0,0.6324380040168762,1
0,0.38988354802131653,0
0,0.6405738592147827,0
0,0.5499579310417175,0
0,0.5402252078056335,0
0,0.6068999171257019,0
0,0.40591737627983093,0
0,0.5660921931266785,0
0,0.36719200015068054,0
0,0.49038809537887573,0
0,0.638997495174408,0
0,0.39253970980644226,0
0,0.716313898563385,0
1,0.6681653261184692,0
0,0.6035690307617188,0
0,0.5362361669540405,0
0,0.35459333658218384,0
0,0.30221596360206604,0
0,0.5060307383537292,0
0,0.1337374597787857,0
0,0.7138145565986633,1
0,0.6384241580963135,1
0,0.6729655265808105,1
0,0.5564711689949036,1
1,0.8079636096954346,1
0,0.9830766916275024,1
0,0.8416811227798462,1
0,0.9340559244155884,1
1,0.9154055714607239,1
1,0.8304357528686523,0
0,0.7805618047714233,1
0,0.7979480624198914,1
0,0.8820760846138,1
0,0.9319916367530823,1
0,0.2803588807582855,0
0,0.48548245429992676,0
0,0.6619002223014832,1
