y_true,y_prob,drain
0,0.5263979434967041,0
0,0.6911280155181885,0
0,0.8214292526245117,0
0,0.5190988183021545,0
0,0.7359767556190491,0
0,0.5289594531059265,0
0,0.46105653047561646,0
0,0.5539469718933105,0
0,0.7098931074142456,0
1,0.9928669929504395,1
1,0.9849152565002441,1
0,0.9656373858451843,1
1,0.9660708904266357,1
1,0.979154109954834,1
0,0.8347308039665222,1
0,0.9010723829269409,1
0,0.8952696919441223,1
0,0.9169358611106873,1
1,0.954529345035553,1
1,0.9572545289993286,1
1,0.9758036136627197,1
1,0.9368289113044739,1
0,0.9530699253082275,1
0,0.872079074382782,0
0,0.6897544860839844,1
0,0.9485427737236023,0
1,0.9515709280967712,0
0,0.948050856590271,0
1,0.8691591024398804,0
0,0.8822939991950989,0
0,0.397026926279068,0
1,0.3884279429912567,0
0,0.3938887119293213,0
0,0.4157072901725769,1
0,0.8794240355491638,1
0,0.702778697013855,1
0,0.7369978427886963,1
0,0.934053897857666,1
1,0.7487724423408508,1
0,0.9476205110549927,1
1,0.7868836522102356,1
1,0.9949979782104492,1
1,0.9751582741737366,1
1,0.9208479523658752,1
1,0.93911212682724,1
1,0.7969092726707458,1
0,0.8017643094062805,1
1,0.8520451784133911,1
1,0.9261614084243774,1
0,0.5276028513908386,1
0,0.9201744198799133,0
0,0.4550163149833679,0
0,0.5231125950813293,0
0,0.5369929075241089,0
0,0.49124306440353394,0
0,0.5394080281257629,0
0,0.4490933418273926,1
0,0.36708328127861023,1
0,0.5263985991477966,1
0,0.617618978023529,0
0,0.5553398132324219,1
0,0.5682605504989624,1
0,0.4274963140487671,0
0,0.4466918408870697,1
0,0.3868420422077179,0
0,0.32361534237861633,1
0,0.3196376860141754,1
0,0.31625306606292725,1
0,0.3294490873813629,1
0,0.40687522292137146,1
0,0.35944461822509766,0
0,0.4091523587703705,0
0,0.5565516948699951,1
0,0.591815710067749,1
0,0.32476598024368286,1
0,0.4104103147983551,1
0,0.5167437791824341,1
0,0.533977746963501,1
0,0.5562468767166138,1
0,0.44199901819229126,1
0,0.4423297941684723,1
0,0.40494775772094727,1
0,0.5552725791931152,0
0,0.5577401518821716,0
0,0.5403232574462891,0
0,0.5346686244010925,0
0,0.4622691571712494,1
0,0.5318650007247925,0
0,0.44380998611450195,0
0,0.4390917122364044,0
0,0.5242269039154053,1
0,0.38078781962394714,1
0,0.3437517583370209,0
0,0.7681366205215454,0
0,0.5249955058097839,0
0,0.33480104804039,0
0,0.5391026735305786,0
0,0.6828378438949585,1
0,0.526923656463623,0
0,0.3450871407985687,1
0,0.4773920774459839,0
0,0.5220671892166138,1
0,0.43332716822624207,1
0,0.5196576714515686,0
0,0.5667334794998169,0
0,0.27558621764183044,1
0,0.5802082419395447,1
0,0.23128244280815125,0
0,0.38597020506858826,1
0,0.4981610178947449,0
0,0.5166678428649902,1
0,0.4167196750640869,1
0,0.5303875803947449,1
0,0.3343484699726105,1
0,0.5623807907104492,1
0,0.655144989490509,0
0,0.7033181190490723,0
0,0.8427411317825317,1
1,0.988491415977478,1
0,0.9897708892822266,1
0,0.9817749261856079,1
0,0.9667433500289917,0
0,0.9222723245620728,0
